UniqueCount	AmbigCount
3	29
0	12
13	799
0	1
0	32
0	6
0	0
0	25
0	15
0	0
0	0
0	0
25	98
0	0
0	5
0	6
0	2
0	57
80	54
2	84
1	18
0	14
138	51
0	19
13	124
9	8
0	0
0	0
0	13
34	960
0	1
10	286
0	254
5	235
12	48
0	6
0	158
0	46
0	4
0	1
0	0
0	2
0	1
0	4
0	2
0	2
0	3
0	8
2	5
0	3
25	7
5	160
0	29
0	76
0	70
17	16
0	16
0	30
1	32
0	0
0	0
0	1
0	38
10	147
0	0
1	4
0	6
0	5
2	6
0	0
0	3
0	2
0	0
0	4
0	2
1	3
0	8
0	3
0	0
0	0
29	1417
1483	8476
29	63735
0	115
8	2155
0	21
6075	6854
8	4992
0	0
0	0
0	1
1	35
145	872
0	19
0	0
2	0
1	25
3	19
1	31
0	27
0	8
0	7
10	7
0	1
1	0
8	0
0	13
0	9
4	10
1	8
0	8
0	8
1	14
2	11
3	1
8	1
5	13
0	8
5	7
0	20
0	4
279	61
0	21
0	22
1	28
0	17
0	12
0	69
0	27
0	23
1	21
0	4
3	5
2	7
24	8
6	22
0	4
0	18
0	0
0	0
2	0
10	6
0	1
34	16
0	11
0	6
3	3
1	1
0	177
0	150
0	177
0	175
0	174
0	176
0	152
0	149
0	152
1	174
2	89
0	0
0	31
4	17
0	8
6	409
77	1023
26	985
1	0
0	241
9	21
20	121
1	122
4	41
7	41
9	3
2	9
2	10
0	8
0	1
0	3
0	4
0	3
0	4
0	0
0	6
1	5
2	5
0	3
0	155
0	112
60	155
0	0
2	0
99	2250
0	2250
0	0
0	47
1	136
3	84
0	17
2	69
0	161
16	555
0	21
1	6
0	6
0	6
1	0
0	4
0	2
0	0
0	0
0	104
4	94
0	102
0	101
9	91
2	105
0	99
0	21
0	71
0	30
0	19
0	21
0	11
1	9
0	3
0	6
0	3
3	4
6	1
0	0
0	0
0	0
0	0
0	0
1	4
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
0	1
3	5233
1	4507
0	4818
80	2119
10	1603
1	1979
0	1418
456	0
1	3
2	2
3	8
0	9
1	5
15	0
0	604
0	612
0	613
0	412
2	465
0	381
1	381
8	106
0	357
0	261
0	67
0	94
0	167
0	124
1	117
2	12
0	39
0	48
3	74
3	7
1	1
15	1
0	120
0	99
12	110
0	108
1	14
2	106
0	2
3	31
3	1013
100	969
12	716
0	690
6	25
5	119
1	180
8	29
77	211
6	108
46	71
0	44
15	0
0	0
13	196
7	73
1	39
0	128
8	100
0	600
0	881
0	876
0	671
0	531
0	924
0	180
0	752
0	672
94	609
21	518
1	641
0	880
0	688
0	618
0	782
0	810
0	332
0	190
3	157
0	679
0	201
0	264
0	239
2	154
0	162
0	322
0	27
3	69
0	330
0	173
1	142
0	241
0	212
1	212
0	18
5	13
0	112
0	246
0	182
4	120
0	159
0	142
0	113
0	98
0	75
1	85
0	17
0	13
1	6
0	0
27	0
4	128
219	155
0	39
9	0
6	1074
3	1047
0	686
3	211
0	295
6	151
0	101
3	91
0	0
0	7236
20	10863
0	12092
47	8820
13	11589
3	3559
0	2490
95	3874
3	392
2	111
0	657
35	634
0	633
8	661
7	93
1	23
1	0
76	1709
0	1828
6	1146
8	2095
7	3606
3	2327
0	1479
3	2724
0	2869
0	1236
0	1513
0	505
1	453
0	383
5	534
0	839
26	95
1	260
7	34
1	115
1	102
2	267
4	290
0	21
0	21
0	273
3	273
0	94
70	539
0	232
26	426
20	54
12	283
0	94
0	3
69	67
0	35
0	35
0	42
0	17
0	4
2	0
1	0
0	0
1	0
0	0
0	0
0	22
0	97
7	119
0	9
10	45
0	0
1	2
5	207
42	210
1	36
24	123
40	93
7	365
0	359
0	361
0	361
1	13
7	46
0	66
3	60
0	60
17	6
229	1746
1	1293
1	475
83	182
20	39
0	0
115	0
72	7
2	800
0	824
0	704
0	827
33	832
1	773
0	790
27	44
0	69
2	806
2	70
0	657
0	46
0	15
0	97
0	815
3	590
0	58
0	744
5	694
11	26
8	30
0	678
4	114
5	46
0	36
6	135
0	218
0	235
0	146
0	59
4	63
0	211
0	31
10	123
6	188
0	148
0	113
0	118
0	107
3	44
3	27
92	1497
0	1448
0	1221
0	1389
0	1298
1	1192
1	1196
0	1192
0	279
0	119
13	489
0	4182
4	4196
49	1542
13	511
20	13
1	5
0	205
0	980
1	281
0	798
0	927
0	814
0	989
0	878
0	923
0	982
0	932
16	75
0	130
0	46
0	7
1	147
0	20
0	35
0	161
0	132
8	124
2	22
2	21
2	19
80	901
3	0
120	160
8	0
0	12
17	530
48	58
7	521
0	1410
0	1386
1	1271
1	660
1	21
0	261
0	119
0	105
2	205
0	110
3	77
0	125
7	253
2	173
0	169
2	100
0	0
27	7902
1	7091
32	8173
21	1353
3	2357
5	1097
2	1508
0	906
0	18
1	185
3	0
5	6
0	6
5	4
0	3
0	3
0	3
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	17
0	0
0	0
3	14
2	0
3	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	14
0	5
0	0
0	0
0	0
0	0
0	0
0	60
0	1
0	0
0	0
0	0
0	0
0	60
0	1
0	27
0	3
0	3
0	3
0	3
0	3
0	2
0	4
0	3
0	2
0	1
0	2
0	0
0	58
0	3
0	20
0	50
1	0
4	11
23	4
10	4
0	269
10	298
6	495
0	552
1	372
118	433
0	301
0	486
0	490
14	507
10	472
0	226
0	373
1	3
8	0
0	0
2144	134
1	0
0	61
8	73
4	35
2	30
2	34
0	5
11	15
1	12
13	22
0	24
4	10
0	4
0	4
0	0
17	2
0	2
10	1
0	2204
0	279
0	2635
4	671
12	48
7	1422
13	574
143	993
5	351
3	1134
0	617
0	574
1	135
0	67
0	36
0	31
0	29
0	0
0	3
0	3
0	3
0	3
0	3
1	2
0	2
1	0
0	0
3	264
0	231
0	166
2	51
2	18
2	4
0	10
2	22
0	66
1	23
2	2
0	9
0	0
2	0
0	1
0	1
24	66
0	1
1	0
1	23
0	134
0	168
1	186
0	168
1	140
1	401
0	276
6	127
0	131
21	139
25	358
0	356
0	52
0	113
0	1
5	64
1	0
1	0
0	87
0	89
0	398
0	385
0	420
0	392
0	122
0	414
0	119
0	45
0	30
0	48
0	380
0	28
1	346
0	37
0	38
0	5
0	4
0	0
0	0
0	0
1	0
0	0
0	0
31	3
0	1
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	1
2	7
0	0
0	0
2	4
0	39
0	4
0	45
0	39
20	46
0	31
0	0
0	35
0	7
2	1
0	0
0	0
0	7
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	1
0	0
39	741
17	912
4	76
2	749
0	85
0	113
1	33
0	0
8	0
274	1844
2	1844
24	208
17	212
62	36
2	108
0	43
0	24
0	10
0	87
0	83
1	29
0	13
0	13
0	0
0	13
0	13
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
1	0
0	0
0	17
0	450
337	729
2	6
14	602
14	508
4	83
0	223
0	78
1	58
0	0
3	24
0	3
0	3
6	16
0	9
3	16
709	148
2	142
4	46
1	0
15	1
197	379
2	17
1	58
3	52
1	26
0	46
1	227
0	26
0	79
1	26
2	63
0	10
1	104
0	104
1	102
2	99
0	99
1	99
1	99
0	99
0	14
4	8
1	14
1	353
9	373
35	352
0	0
5	5
2	2
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
2	2
0	0
0	0
0	2
0	0
0	0
0	0
1	42
2	45
0	164
1	186
1	188
0	151
2	7
0	5
5	7
0	106
1	14
3	24
3	204
0	1
